cve_id,title,description,faq,severity,severity_value,cvss_base_score,cvss_temporal_score,cvss_vector,exploit_status,exploit_status_raw,impact_type,affected_products,affected_product_ids,affected_product_count,kb_articles,superceded_by,restart_required,acknowledged_researchers,release_date,patch_tuesday_title,parsed_timestamp
CVE-2025-55240,Visual Studio Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain administrator privileges.</p>
",Important,3,7.3,6.4,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,Release Notes; Release Notes; Release Notes; Release Notes; Release Notes,,Maybe,"{'Value': 'Polar Penguin'}; {'Value': '<a href=""https://github.com/ycdxsb"">ycdxsb</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909337
CVE-2025-55248,".NET, .NET Framework, and Visual Studio Information Disclosure Vulnerability",,"<p><strong>According to the CVSS metric, user interaction is required (UI:R) and privileges required is Low (PR:L). What does that mean for this vulnerability?</strong></p>
<p>An authorized attacker with read/write privileges must send a victim a malicious email, or share the link to a malicious email, and convince them to open it.</p>
",Important,3,4.8,4.2,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5068331; 5068332; Release Notes; Release Notes; Release Notes; 5066136; 5066739; 5066740; 5066741; 5066738; 5066743; 5066746; 5066747; 5066738; 5066836; 5066742; 5066740; 5066741; 5066743; 5066746; 5066133; 5066747; 5066129; 5066131; 5066742; 5066742; 5066740; 5066741; 5066739; 5066128; 5066128,5065427,Maybe,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909383
CVE-2025-55326,Windows Connected Devices Platform Service (Cdpsvc) Remote Code Execution Vulnerability,,"<p><strong>According to the CVSS metric, user interaction is required (UI:R). What interaction would the user have to do?</strong></p>
<p>In a web-based attack scenario, an attacker could host a website or server that contains a specially crafted file that is designed to exploit the vulnerability. However, an attacker would have no way to force the user to visit the website. Instead, an attacker would have to convince the user to click a link, typically by way of an enticement in an email or Instant Messenger message, and then convince the user to open the specially crafted file.</p>
",Important,3,7.5,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Remote Code Execution,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,"{'Value': '<a href=""https://twitter.com/4zure9"">Azure Yang</a> with <a href=""http://www.cyberkl.com/"">Kunlun Lab</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909401
CVE-2025-55328,Windows Hyper-V Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427,Yes,{'Value': 'hazard'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909419
CVE-2025-55330,Windows BitLocker Security Feature Bypass Vulnerability,,"<p><strong>What kind of security feature could be bypassed by successfully exploiting this vulnerability?</strong></p>
<p>A successful attacker could bypass the BitLocker Device Encryption feature on the system storage device. An attacker with physical access to the target could exploit this vulnerability to gain access to encrypted data.</p>
",Important,3,6.1,5.3,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Security Feature Bypass,,,0,5066835; 5066793; 5066835; 5066793; 5066780,5065431; 5065426; 5065431; 5065425,Yes,"{'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}; {'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909431
CVE-2025-55331,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066835; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,{'Value': 'Taewoo (Tae_ω02)'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909448
CVE-2025-55332,Windows BitLocker Security Feature Bypass Vulnerability,,"<p><strong>What kind of security feature could be bypassed by successfully exploiting this vulnerability?</strong></p>
<p>A successful attacker could bypass the BitLocker Device Encryption feature on the system storage device. An attacker with physical access to the target could exploit this vulnerability to gain access to encrypted data.</p>
",Important,3,6.1,5.3,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Security Feature Bypass,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,"{'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}; {'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909468
CVE-2025-55334,Windows Kernel Security Feature Bypass Vulnerability,,"<p><strong>What kind of security feature could be bypassed by successfully exploiting this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could decrypt the driver's settings.</p>
",Important,3,6.2,5.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Security Feature Bypass,,,0,5066835; 5066793; 5066793; 5066835,5065431; 5065431; 5065426,Yes,{'Value': 'Microsoft Offensive Research &amp; Security Engineering'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909479
CVE-2025-55337,Windows BitLocker Security Feature Bypass Vulnerability,,"<p><strong>What kind of security feature could be bypassed by successfully exploiting this vulnerability?</strong></p>
<p>A successful attacker could bypass the BitLocker Device Encryption feature on the system storage device. An attacker with physical access to the target could exploit this vulnerability to gain access to encrypted data.</p>
",Important,3,6.1,5.3,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Security Feature Bypass,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909490
CVE-2025-55678,DirectX Graphics Kernel Elevation of Privilege Vulnerability,,"<p><strong>According to the CVSS metric, the attack complexity is high (AC:H). What does that mean for this vulnerability?</strong></p>
<p>Successful exploitation of this vulnerability requires an attacker to prepare the target environment to improve exploit reliability.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065468; 5065509; 5065507,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909515
CVE-2025-55679,Windows Kernel Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>Exploiting this vulnerability could allow the disclosure of certain memory address within kernel space. Knowing the exact location of kernel memory could be potentially leveraged by an attacker for other malicious activities.</p>
",Important,3,5.1,4.5,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Information Disclosure,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,"{'Value': '<a href=""https://twitter.com/scwuaptx"">Angelboy (@scwuaptx)</a> with <a href=""https://devco.re/"">DEVCORE</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909533
CVE-2025-55680,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>A domain user could use this vulnerability to elevate privileges to SYSTEM assigned integrity level.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_more_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation More Likely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,"{'Value': '<a href=""https://twitter.com/securiteam_ssd"">TyphoonPWN Windows PE Winner</a> with <a href=""https://ssd-disclosure.com/"">SSD Secure Disclosure</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909554
CVE-2025-55682,Windows BitLocker Security Feature Bypass Vulnerability,,"<p><strong>What kind of security feature could be bypassed by successfully exploiting this vulnerability?</strong></p>
<p>A successful attacker could bypass the BitLocker Device Encryption feature on the system storage device. An attacker with physical access to the target could exploit this vulnerability to gain access to encrypted data.</p>
",Important,3,6.1,5.3,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Security Feature Bypass,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}; {'Value': '<a href=""https://x.com/alon_leviev"">Alon Leviev</a> with Microsoft (STORM)'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909563
CVE-2025-55683,Windows Kernel Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>Exploiting this vulnerability could allow the disclosure of certain memory address within kernel space. Knowing the exact location of kernel memory could be potentially leveraged by an attacker for other malicious activities.</p>
",Important,3,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5066586; 5066782; 5066835; 5066780; 5066836,5065428; 5065432; 5065426; 5065425; 5065427,Yes,"{'Value': '<a href=""https://twitter.com/lewislee53"">Lewis Lee</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909575
CVE-2025-55684,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://linkedin.com/in/jongseongkim"">Jongseong Kim (nevul37), SEC-agent team</a> with <a href=""https://www.enki.co.kr/"">ENKI WhiteHat</a>'}; {'Value': 'Hwiwon Lee (hwiwonl), SEC-agent team'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909584
CVE-2025-55688,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://linkedin.com/in/jongseongkim"">Jongseong Kim (nevul37), SEC-agent team</a> with <a href=""https://www.enki.co.kr/"">ENKI WhiteHat</a>'}; {'Value': 'Hwiwon Lee (hwiwonl), SEC-agent team'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909594
CVE-2025-55690,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,,"<p><strong>According to the CVSS metric, the attack complexity is high (AC:H). What does that mean for this vulnerability?</strong></p>
<p>Successful exploitation of this vulnerability requires an attacker to win a race condition.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://linkedin.com/in/jongseongkim"">Jongseong Kim (nevul37), SEC-agent team</a> with <a href=""https://www.enki.co.kr/"">ENKI WhiteHat</a>'}; {'Value': 'Hwiwon Lee (hwiwonl), SEC-agent&#160;team'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909605
CVE-2025-55691,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066835,5065426,Yes,"{'Value': '<a href=""https://linkedin.com/in/jongseongkim"">Jongseong Kim (nevul37), SEC-agent team</a> with <a href=""https://www.enki.co.kr/"">ENKI WhiteHat</a>'}; {'Value': 'Hwiwon Lee (hwiwonl), SEC-agent team'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909616
CVE-2025-55692,Windows Error Reporting Service Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain administrator privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_more_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation More Likely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065507,Yes,"{'Value': 'Denis Faiustov with <a href=""https://gmo-cybersecurity.com/en/"">GMO Cybersecurity by Ierae</a>'}; {'Value': 'Ruslan Sayfiev with <a href=""https://gmo-cybersecurity.com/en/"">GMO Cybersecurity by Ierae</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909639
CVE-2025-55693,Windows Kernel Elevation of Privilege Vulnerability,,"<p><strong>According to the CVSS metric, the attack complexity is high (AC:H). What does that mean for this vulnerability?</strong></p>
<p>Successful exploitation of this vulnerability requires an attacker to win a race condition.</p>
",Important,3,7.4,6.4,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_more_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation More Likely,Elevation of Privilege,,,0,5066835; 5066835,5065426,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909648
CVE-2025-55694,Windows Error Reporting Service Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain administrator privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_more_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation More Likely,Elevation of Privilege,,,0,5066835; 5066835; 5066780,5065426; 5065425,Yes,"{'Value': 'Denis Faiustov and Ruslan Sayfiev with <a href=""https://gmo-cybersecurity.com/en/"">GMO Cybersecurity by Ierae</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909659
CVE-2025-55695,Windows WLAN AutoConfig Service Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could potentially read portions of heap memory.</p>
",Important,3,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Information Disclosure,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,"{'Value': '<a href=""https://x.com/y311owb0y"">RuiLun Zou</a> with <a href=""https://www.qianxin.com/product/detail/pid/372"">Codesafe Team of Legendsec at Qi&#39;anxin Group</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909686
CVE-2025-55696,NtQueryInformation Token function (ntifs.h) Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066835,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,{'Value': 'Microsoft Offensive Research & Security Engineering '}; {'Value': 'Microsoft Offensive Research & Security Engineering '},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909706
CVE-2025-55697,Azure Local Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066835; 5066780,5065426; 5065425,Yes,{'Value': 'Microsoft Offensive Research &amp; Security Engineering (MORSE)'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909715
CVE-2025-55698,DirectX Graphics Kernel Denial of Service Vulnerability,,"<p><strong>According to the CVSS metric, a successful exploitation could lead to a scope change (S:C). What does this mean for this vulnerability?</strong></p>
<p>In this case, a successful attack could be performed from a low privilege Hyper-V guest. The attacker could traverse the guest's security boundary to cause denial of service on the Hyper-V host environment.</p>
",Important,3,7.7,6.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Denial of Service,,,0,5066835; 5066835,5065426,Yes,{'Value': 'cyanbamboo'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909723
CVE-2025-55699,Windows Kernel Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>Exploiting this vulnerability could allow the disclosure of certain memory address within kernel space. Knowing the exact location of kernel memory could be potentially leveraged by an attacker for other malicious activities.</p>
",Important,3,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427,Yes,{'Value': 'Maxime Villard'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909744
CVE-2025-58714,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain administrator privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,"{'Value': '<a href=""https://twitter.com/scwuaptx"">Angelboy (@scwuaptx)</a> with <a href=""https://devco.re/"">DEVCORE</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909770
CVE-2025-58718,Remote Desktop Client Remote Code Execution Vulnerability,,"<p><strong>How would an attacker exploit this vulnerability?</strong></p>
<p>An attacker would have to convince a targeted user to connect to a malicious RDP server. Upon connecting, the malicious server could execute code on the victim's system in the context of the targeted user.</p>
",Important,3,8.8,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Remote Code Execution,,,0,Release Notes; 5066835; 5066586; Release Notes; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,"{'Value': '<a href=""https://twitter.com/mas0nshi"">YingQi Shi (@Mas0n)</a> with <a href=""https://www.dbappsecurity.com.cn/product/cloud250.html"">DBAPPSecurity WeBin Lab</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909800
CVE-2025-58720,Windows Cryptographic Services Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>The type of information that could be disclosed if an attacker successfully exploited this vulnerability is secrets or privileged information belonging to the user of the affected application.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,{'Value': 'Mitch Lindgren with Microsoft'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909820
CVE-2025-58724,Arc Enabled Servers - Azure Connected Machine Agent Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,Release Notes; Release Notes,,No,"{'Value': '<a href=""https://uk.linkedin.com/in/contact-sharan-p"">Sharan Patil</a> with <a href=""https://reversec.com/"">REVERSEC</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909827
CVE-2025-58725,Windows COM+ Event System Service Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909853
